,username,comment_karma,submission_karma,karma_ratio,avg_comment_similarity,avg_toxicity,avg_reply_speed,avg_comment_time_interval
833,Wellcatch168,74,375,0.1973,0.511559967,0.315767132,0 days 00:15:42,4 days 21:08:37
834,dondtschedh,211,252,0.8373,0.255137143,0.01240392,0 days 07:33:09,0 days 08:43:41
835,BrisklyThundering,147,4259,0.0345,0.489029139,0.122353125,0 days 00:05:01,2 days 10:11:18
836,Jakeneal89,66,1,66,0.791073164,0.007832605,0 days 03:03:42,0 days 11:36:38
837,Evening_Cobbler9761,86,1,86,0.555191299,0.094715525,129 days 21:32:44,0 days 00:19:42
838,LatoyaGilbert,21,2669,0.0079,1,0.000845576,1 days 00:23:37,0 days 00:00:08
839,4btconly,91,91,1,0.379739153,0.004670874,0 days 00:27:04,11 days 18:02:13
840,nguyenluancmg,445,3,148.3333,0.326614908,0.01065673,0 days 00:20:59,6 days 16:36:55
841,PerfectOutcome4,13,586,0.0222,0.44808641,0.118520165,0 days 00:27:42,0 days 09:19:12
842,skimammobium22,74,409,0.1809,0.798818552,0.012280006,0 days 00:46:29,5 days 07:38:20
843,ehudail,186,1,186,0.294431262,0.0008487,0 days 12:03:43,0 days 00:00:09
844,falt1863,21,33,0.6364,0.395747913,0.113728048,0 days 00:31:29,6 days 11:25:54
845,QuizzicallyAhead,55,1977,0.0278,0.282158466,0.066443307,0 days 00:21:30,0 days 02:23:13
846,AlienIota47,43,443,0.0971,0.481447177,0.042607173,0 days 00:17:57,4 days 23:38:01
847,biblessHouse25,30,1,30,0.348923387,0.012226297,0 days 00:12:46,6 days 10:58:33
848,tellajide281,74,68,1.0882,0.464608764,0.095380227,0 days 00:40:33,4 days 23:28:05
849,moodilyInfest663,84,76,1.1053,0.551582847,0.11624729,0 days 00:33:30,7 days 00:42:42
850,3GE1Dmi,93,4617,0.0201,0.520358346,0.047020159,1 days 14:18:18,0 days 00:00:41
851,Colorfulswab367,218,255,0.8549,0.587078651,0.510038035,0 days 00:25:27,5 days 13:26:40
852,tropicalLeporid496,27,2469,0.0109,0.336041168,0.172809782,0 days 01:01:33,7 days 02:56:03
853,EvilPotato45,574,1,574,0.615056038,0.229536469,0 days 00:04:40,0 days 00:00:36
854,ComprehensiveWinh,281,6257,0.0449,0.517740399,0.116534603,0 days 00:07:06,0 days 16:44:40
855,LossWeak4625,15,1,15,0.254715127,0.067069415,0 days 00:16:35,0 days 00:00:14
856,luisujivw,39,2534,0.0154,0.402292265,0.0249196,0 days 00:57:06,0 days 01:43:00
857,RobinBentona,102,145,0.7034,0.483599673,0.049436288,0 days 15:02:08,0 days 00:00:04
858,howeverstand520,17,1,17,0.407503469,0.171817884,0 days 01:08:18,2 days 16:46:49
859,Anicolauna86,39,1,39,0.579014822,0.24891779,0 days 09:48:16,0 days 02:14:36
860,mark7682,58,105,0.5524,0.418599773,0.037810216,0 days 00:44:54,11 days 08:14:56
861,feudallyKnot,35,70,0.5,0.187419179,0.167697549,0 days 01:09:35,5 days 23:54:53
862,gbonchev,72,2153,0.0334,0.150736381,0.031589018,0 days 00:12:22,2 days 14:16:47
863,EnhancedJanitor724,284,129,2.2016,0.195153915,0.036593579,0 days 00:17:14,9 days 23:46:03
864,WindwardPreempt65,38,42,0.9048,0.427425443,0.281889981,0 days 00:38:47,9 days 18:25:32
865,WonderNo5464,81,1,81,0.265753027,0.027209263,0 days 00:46:09,0 days 00:00:12
866,Alarmed-Ebb-3409,178,1,178,0.675254048,0.368413889,0 days 03:53:09,6 days 20:34:07
867,Enviablyaccept,19,1,19,0.350198295,0.129122339,0 days 00:41:34,5 days 10:14:57
868,Simple_Jackfrui,-28,1,-28,0.368178345,0.002178247,0 days 01:43:24,0 days 00:00:26
869,dbcpw1,24,1,24,0.382168859,0.406534496,0 days 00:44:48,6 days 05:43:36
870,IratelyDiagram797,46,5,9.2,0.634745566,0.531612696,0 days 00:17:03,2 days 14:42:18
871,Ductileplughole50,70,100,0.7,0.623300335,0.312870662,0 days 00:21:48,11 days 16:45:19
872,LargelySpangle359,45,189,0.2381,0.406651218,0.284172764,0 days 00:24:01,15 days 16:29:40
873,Fuzzy-Tap510,5,1,5,0.280138616,0.018829001,0 days 01:03:06,0 days 00:24:28
874,MaturelyGrease49,50,172,0.2907,0.538847954,0.22774689,0 days 00:17:14,4 days 20:33:41
875,Aboveunbosom121,53,55,0.9636,0.276499278,0.111959111,0 days 01:10:02,7 days 00:10:38
876,cTOrmAiNEth,47,87,0.5402,0.133958938,0.21345253,0 days 00:45:27,0 days 18:50:58
877,heedlessheroine853,6,1,6,0.445868075,0.224286423,0 days 00:29:50,4 days 00:17:48
878,ilyazjaz5,-2,1,-2,0.387934275,0.00677548,0 days 20:15:38,0 days 00:21:17
879,Kouraun587,4,1,4,0.313909604,0.006597063,0 days 18:59:17,0 days 00:00:42
880,Sea_Creme_162,7,49,0.1429,0.4166361,0.025281963,0 days 05:57:05,0 days 05:11:08
881,Comfortable_Hope_768,104,1,104,0.267296239,0.022972699,0 days 00:40:37,0 days 17:56:54
882,murkilygreet615,25,8,3.125,0.474446044,0.067988837,0 days 00:37:30,5 days 12:13:55
883,NapoleonDezern,10,1648,0.0061,0.612438475,0.036820226,0 days 00:44:27,0 days 01:30:35
884,Kouraun487,518,121,4.281,0.425046969,0.010194672,0 days 06:33:08,0 days 00:00:40
885,onceadolesce40,52,3,17.3333,0.542557137,0.49437727,0 days 00:16:48,5 days 01:45:35
886,Real_Market8974,83,1,83,0.429025819,0.036791517,0 days 00:44:24,6 days 01:50:22
887,False-Attemp,1071,1911,0.5604,0.520225893,0.012751823,0 days 03:03:07,5 days 17:44:08
888,Plane-Kale-7588,42,1,42,0.144107185,0.000722704,0 days 01:34:57,5 days 13:07:20
889,DogDry7071,287,1,287,-0.072150665,0.216563634,0 days 00:53:38,11 days 23:41:52
890,Consistenaad,467,6927,0.0674,0.560630992,0.078088307,0 days 04:14:32,5 days 00:22:45
